status,gene_symbol,gene_name,ensembl_id,chromosome,genetic_category,gene_score,syndromic,eagle,number_of_reports,dmel_gene_id,dmel_gene_symbol,human_gene_hgnc_id,human_gene_symbol,diopt_score
9,CDC42BPB,CDC42 binding protein kinase beta (DMPK-like),ENSG00000198752,14,"Rare Single Gene Mutation, Syndromic",2,0,NA,10,FBgn0023081,gek,HGNC:1738,CDC42BPB,11
9,CDH10,"cadherin 10, type 2 (T2-cadherin)",ENSG00000040731,5,"Rare Single Gene Mutation, Genetic Association",2,0,NA,10,NA,NA,NA,NA,NA
9,CDH11,cadherin 11,ENSG00000140937,16,"Rare Single Gene Mutation, Syndromic, Functional",2,0,NA,7,NA,NA,NA,NA,NA
9,CDH13,cadherin 13,ENSG00000140945,16,Rare Single Gene Mutation,2,0,NA,5,NA,NA,NA,NA,NA
9,CDH22,cadherin-like 22,ENSG00000149654,20,Genetic Association,2,0,NA,4,NA,NA,NA,NA,NA
9,CDH8,"cadherin 8, type 2",ENSG00000150394,16,Rare Single Gene Mutation,2,0,NA,10,NA,NA,NA,NA,NA
9,CDH9,"cadherin 9, type 2 (T1-cadherin)",ENSG00000113100,5,"Rare Single Gene Mutation, Genetic Association",2,0,NA,7,NA,NA,NA,NA,NA
9,CDK13,cyclin dependent kinase 13,ENSG00000065883,7,"Rare Single Gene Mutation, Syndromic",NA,1,NA,16,FBgn0037093,Cdk12,HGNC:1733,CDK13,11
9,CDK19,cyclin dependent kinase 19,ENSG00000155111,6,"Rare Single Gene Mutation, Syndromic",3,1,NA,6,FBgn0015618,Cdk8,HGNC:19338,CDK19,12
9,CDK5RAP2,CDK5 regulatory subunit associated protein 2,ENSG00000136861,9,"Rare Single Gene Mutation, Syndromic",3,0,NA,13,NA,NA,NA,NA,NA
9,CDK8,cyclin dependent kinase 8,ENSG00000132964,13,"Rare Single Gene Mutation, Syndromic",NA,1,NA,3,FBgn0015618,Cdk8,HGNC:1779,CDK8,14
9,CDKL5,cyclin-dependent kinase-like 5,ENSG00000008086,X,"Rare Single Gene Mutation, Syndromic, Functional",1,1,NA,48,NA,NA,NA,NA,NA
9,CDON,"cell adhesion associated, oncogene regulated",ENSG00000064309,11,Rare Single Gene Mutation,3,0,NA,2,NA,NA,NA,NA,NA
9,CECR2,"CECR2, histone acetyl-lysine reader",ENSG00000099954,22,Rare Single Gene Mutation,2,0,NA,2,FBgn0261934,dikar,HGNC:1840,CECR2,8
9,CELF2,CUGBP Elav-like family member 2,ENSG00000048740,10,"Rare Single Gene Mutation, Syndromic",2,1,NA,3,FBgn0000114,bru1,HGNC:2550,CELF2,11
9,CELF2,CUGBP Elav-like family member 2,ENSG00000048740,10,"Rare Single Gene Mutation, Syndromic",2,1,NA,3,FBgn0262475,bru2,HGNC:2550,CELF2,9
9,CELF4,"CUGBP, Elav-like family member 4",ENSG00000101489,18,"Rare Single Gene Mutation, Functional",1,0,8.5,13,FBgn0264001,bru3,HGNC:14015,CELF4,11
9,CELF6,"CUGBP, Elav-like family member 6",ENSG00000140488,15,"Rare Single Gene Mutation, Genetic Association",2,0,NA,4,FBgn0264001,bru3,HGNC:14059,CELF6,9
9,CEP135,centrosomal protein 135,ENSG00000174799,4,"Rare Single Gene Mutation, Syndromic",2,0,NA,6,FBgn0036480,Cep135,HGNC:29086,CEP135,12
9,CEP290,Centrosomal protein 290kDa,ENSG00000198707,12,"Rare Single Gene Mutation, Syndromic",2,1,NA,10,NA,NA,NA,NA,NA
9,CEP41,"testis specific, 14",ENSG00000106477,7,"Rare Single Gene Mutation, Syndromic",2,0,NA,5,NA,NA,NA,NA,NA
9,CGNL1,Cingulin-like 1,ENSG00000128849,15,Rare Single Gene Mutation,2,0,NA,5,NA,NA,NA,NA,NA
9,CHAMP1,chromosome alignment maintaining phosphoprotein 1,ENSG00000198824,13,"Rare Single Gene Mutation, Syndromic",1,1,NA,11,NA,NA,NA,NA,NA
9,CHD1,chromodomain helicase DNA binding protein 1,ENSG00000153922,5,Rare Single Gene Mutation,2,1,NA,6,FBgn0250786,Chd1,HGNC:1915,CHD1,11
9,CHD2,Chromodomain helicase DNA binding protein 2,ENSG00000173575,15,"Rare Single Gene Mutation, Syndromic",1,1,25,67,FBgn0250786,Chd1,HGNC:1917,CHD2,12
9,CHD3,chromodomain helicase DNA binding protein 3,ENSG00000170004,17,"Rare Single Gene Mutation, Syndromic",1,1,NA,11,FBgn0262519,Mi-2,HGNC:1918,CHD3,13
9,CHD7,chromodomain helicase DNA binding protein 7,ENSG00000171316,8,"Rare Single Gene Mutation, Syndromic, Functional",1,1,8.1,36,FBgn0266557,kis,HGNC:20626,CHD7,11
9,CHD8,chromodomain helicase DNA binding protein 8,ENSG00000100888,14,"Rare Single Gene Mutation, Syndromic, Functional",1,1,97.65,78,FBgn0266557,kis,HGNC:20153,CHD8,9
9,CHD9,chromodomain helicase DNA binding protein 9,ENSG00000177200,16,Rare Single Gene Mutation,3,0,NA,5,FBgn0266557,kis,HGNC:25701,CHD9,9
9,CHKB,Choline kinase beta,ENSG00000100288,22,"Rare Single Gene Mutation, Syndromic",NA,1,NA,7,FBgn0032955,CG2201,HGNC:1938,CHKB,13
9,CHM,CHMRab escort protein,ENSG00000188419,X,Rare Single Gene Mutation,3,0,NA,6,FBgn0026378,Rep,HGNC:1940,CHM,14
9,CHMP1A,charged multivesicular body protein 1A,ENSG00000131165,16,"Rare Single Gene Mutation, Syndromic",2,0,NA,5,NA,NA,NA,NA,NA
9,CHRM3,cholinergic receptor muscarinic 3,ENSG00000133019,1,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,FBgn0000037,mAChR-A,HGNC:1952,CHRM3,13
9,CHRNA7,"cholinergic receptor, nicotinic, alpha 7",ENSG00000175344,15,Rare Single Gene Mutation,2,0,NA,15,FBgn0032151,nAChRalpha6,HGNC:1960,CHRNA7,9
9,CHRNA7,"cholinergic receptor, nicotinic, alpha 7",ENSG00000175344,15,Rare Single Gene Mutation,2,0,NA,15,FBgn0086778,nAChRalpha7,HGNC:1960,CHRNA7,8
9,CHRNB3,cholinergic receptor nicotinic beta 3 subunit,ENSG00000147432,8,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,CHST2,carbohydrate sulfotransferase 2,ENSG00000175040,3,Rare Single Gene Mutation,3,0,NA,3,NA,NA,NA,NA,NA
9,CIB2,Calcium and integrin binding family member 2,ENSG00000136425,15,Rare Single Gene Mutation,2,0,NA,2,FBgn0034558,Cib2,HGNC:24579,CIB2,14
9,CIC,capicua transcriptional repressor,ENSG00000079432,19,"Rare Single Gene Mutation, Functional",1,1,18.7,8,FBgn0262582,cic,HGNC:14214,CIC,9
9,CLASP1,cytoplasmic linker associated protein 1,ENSG00000074054,2,Rare Single Gene Mutation,2,0,NA,3,FBgn0021760,chb,HGNC:17088,CLASP1,15
9,CLCN4,chloride voltage-gated channel 4,ENSG00000073464,X,"Rare Single Gene Mutation, Syndromic",2,1,NA,8,FBgn0036566,ClC-c,HGNC:2022,CLCN4,9
9,CLN8,"Ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)",ENSG00000182372,8,"Rare Single Gene Mutation, Syndromic",2,0,NA,4,NA,NA,NA,NA,NA
9,CLTCL1,"clathrin, heavy chain-like 1",ENSG00000070371,22,Rare Single Gene Mutation,2,0,NA,6,FBgn0000319,Chc,HGNC:2093,CLTCL1,12
9,CMIP,c-Maf inducing protein,ENSG00000153815,16,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,NA,NA,NA,NA,NA
9,CMPK2,cytidine/uridine monophosphate kinase 2,ENSG00000134326,2,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,CNGB3,cyclic nucleotide gated channel beta 3,ENSG00000170289,8,Rare Single Gene Mutation,2,0,NA,4,FBgn0266346,CngB,HGNC:2153,CNGB3,11
9,CNKSR2,connector enhancer of kinase suppressor of Ras 2,ENSG00000149970,X,"Rare Single Gene Mutation, Syndromic, Functional",2,1,NA,12,FBgn0286070,cnk,HGNC:19701,CNKSR2,13
9,CNOT1,CCR4-NOT transcription complex subunit 1,ENSG00000125107,16,"Rare Single Gene Mutation, Syndromic",2,0,NA,7,FBgn0085436,Not1,HGNC:7877,CNOT1,13
9,CNOT3,CCR4-NOT transcription complex subunit 3,ENSG00000088038,19,"Rare Single Gene Mutation, Syndromic",1,1,5.6,14,FBgn0033029,Not3,HGNC:7879,CNOT3,12
9,CNR1,cannabinoid receptor 1 (brain),ENSG00000118432,6,"Rare Single Gene Mutation, Genetic Association",2,0,NA,7,NA,NA,NA,NA,NA
9,CNTN3,contactin 3,ENSG00000113805,3,Rare Single Gene Mutation,2,0,NA,6,FBgn0037240,Cont,HGNC:2173,CNTN3,10
9,CNTN4,contactin 4,ENSG00000144619,3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,NA,25,FBgn0037240,Cont,HGNC:2174,CNTN4,11
9,CNTN5,Contactin 5,ENSG00000149972,11,"Rare Single Gene Mutation, Genetic Association",2,0,NA,10,FBgn0037240,Cont,HGNC:2175,CNTN5,9
9,CNTN6,Contactin 6,ENSG00000134115,3,"Rare Single Gene Mutation, Genetic Association",2,0,NA,14,FBgn0037240,Cont,HGNC:2176,CNTN6,11
9,CNTNAP2,contactin associated protein-like 2,ENSG00000174469,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,1,NA,82,FBgn0013997,Nrx-IV,HGNC:13830,CNTNAP2,15
9,CNTNAP3,contactin associated protein-like 3,ENSG00000106714,9,"Rare Single Gene Mutation, Functional",2,0,NA,6,FBgn0013997,Nrx-IV,HGNC:13834,CNTNAP3,12
9,CNTNAP4,Contactin associated protein-like 4,ENSG00000152910,16,"Rare Single Gene Mutation, Functional",2,0,NA,13,FBgn0013997,Nrx-IV,HGNC:18747,CNTNAP4,12
9,CNTNAP5,contactin associated protein-like 5,ENSG00000155052,2,"Rare Single Gene Mutation, Genetic Association",2,0,NA,13,FBgn0013997,Nrx-IV,HGNC:18748,CNTNAP5,12
9,COL28A1,collagen type XXVIII alpha 1 chain,ENSG00000215018,7,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,CORO1A,coronin 1A,ENSG00000102879,16,Rare Single Gene Mutation,1,0,0.7,2,FBgn0265935,coro,HGNC:2252,CORO1A,13
9,CPT2,carnitine palmitoyltransferase 2,ENSG00000157184,1,Rare Single Gene Mutation,2,0,NA,2,FBgn0035383,CPT2,HGNC:2330,CPT2,11
9,CPZ,carboxypeptidase Z,ENSG00000109625,4,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,CREBBP,CREB binding protein,ENSG00000005339,16,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,1,31.35,34,FBgn0261617,nej,HGNC:2348,CREBBP,11
9,CSDE1,cold shock domain containing E1,ENSG00000009307,1,"Rare Single Gene Mutation, Syndromic",1,1,15.55,4,FBgn0263352,Unr,HGNC:29905,CSDE1,15
9,CSMD1,CUB and Sushi multiple domains 1,ENSG00000183117,8,"Rare Single Gene Mutation, Genetic Association",2,0,NA,15,NA,NA,NA,NA,NA
9,CSMD3,CUB and Sushi multiple domains 3,ENSG00000164796,8,"Rare Single Gene Mutation, Functional",3,0,NA,8,NA,NA,NA,NA,NA
9,CSNK1E,casein kinase 1 epsilon,ENSG00000213923,22,"Rare Single Gene Mutation, Functional",2,0,NA,6,NA,NA,NA,NA,NA
9,CSNK1G1,casein kinase 1 gamma 1,ENSG00000169118,15,"Rare Single Gene Mutation, Syndromic",3,0,NA,2,FBgn0250823,gish,HGNC:2454,CSNK1G1,12
9,CSNK2A1,casein kinase 2 alpha 1,ENSG00000101266,20,"Rare Single Gene Mutation, Syndromic, Functional",1,0,6.2,15,FBgn0264492,CkIIalpha,HGNC:2457,CSNK2A1,15
9,CSNK2B,casein kinase 2 beta,ENSG00000204435,6,"Rare Single Gene Mutation, Syndromic",NA,1,NA,10,FBgn0000259,CkIIbeta,HGNC:2460,CSNK2B,13
9,CTCF,CCCTC-binding factor,ENSG00000102974,16,"Rare Single Gene Mutation, Syndromic, Functional",1,1,10.45,21,FBgn0035769,CTCF,HGNC:13723,CTCF,8
9,CTNNA2,catenin alpha 2,ENSG00000066032,2,"Rare Single Gene Mutation, Syndromic",NA,1,NA,4,FBgn0010215,alpha-Cat,HGNC:2510,CTNNA2,14
9,CTNNA3,"catenin (cadherin-associated protein), alpha 3",ENSG00000183230,10,"Rare Single Gene Mutation, Genetic Association",2,0,NA,16,NA,NA,NA,NA,NA
9,CTNNB1,catenin beta 1,ENSG00000168036,3,"Rare Single Gene Mutation, Syndromic",1,0,32.75,30,FBgn0000117,arm,HGNC:2514,CTNNB1,15
9,CTNND2,"Catenin (cadherin-associated protein), delta 2",ENSG00000169862,5,"Rare Single Gene Mutation, Functional",2,0,NA,9,FBgn0260799,p120ctn,HGNC:2516,CTNND2,9
9,CTR9,"CTR9homolog, Paf1/RNA polymerase II complex component",ENSG00000198730,11,"Rare Single Gene Mutation, Syndromic",3,0,NA,8,FBgn0035205,Ctr9,HGNC:16850,CTR9,12
9,CTTNBP2,cortactin binding protein 2,ENSG00000077063,7,"Rare Single Gene Mutation, Syndromic, Functional",2,0,NA,12,NA,NA,NA,NA,NA
9,CUL3,Cullin 3,ENSG00000036257,2,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,18.4,26,FBgn0261268,Cul3,HGNC:2553,CUL3,13
9,CUL7,Cullin 7,ENSG00000044090,6,Rare Single Gene Mutation,2,0,NA,7,NA,NA,NA,NA,NA
9,CUX1,cut like homeobox 1,ENSG00000257923,7,"Rare Single Gene Mutation, Functional",2,0,NA,9,FBgn0004198,ct,HGNC:2557,CUX1,9
9,CUX2,cut like homeobox 2,ENSG00000111249,12,"Rare Single Gene Mutation, Syndromic",2,1,NA,11,FBgn0004198,ct,HGNC:19347,CUX2,8
9,CX3CR1,Chemokine (C-X3-C motif) receptor 1,ENSG00000168329,3,"Rare Single Gene Mutation, Functional",2,0,NA,3,NA,NA,NA,NA,NA
9,CYFIP1,cytoplasmic FMR1 interacting protein 1,ENSG00000273749,15,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,18,FBgn0038320,Sra-1,HGNC:13759,CYFIP1,14
9,CYLC2,"cylicin, basic protein of sperm head cytoskeleton 2",ENSG00000155833,9,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,CYP27A1,cytochrome P450 family 27 subfamily A member 1,ENSG00000135929,2,"Rare Single Gene Mutation, Syndromic",NA,1,NA,5,NA,NA,NA,NA,NA
9,DAGLA,diacylglycerol lipase alpha,ENSG00000134780,11,"Rare Single Gene Mutation, Functional",2,0,NA,6,FBgn0261244,inaE,HGNC:1165,DAGLA,14
9,DAPP1,Dual adaptor of phosphotyrosine and 3-phosphoinositides,ENSG00000070190,4,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,DDC,dopa decarboxylase,ENSG00000132437,7,"Rare Single Gene Mutation, Genetic Association",2,0,NA,4,FBgn0000422,Ddc,HGNC:2719,DDC,14
9,CLIP2,CAP-Gly domain containing linker protein 2,ENSG00000106665,7,Genetic Association,3,0,NA,1,FBgn0020503,CLIP-190,HGNC:2586,CLIP2,12
9,CPEB4,cytoplasmic polyadenylation element binding protein 4,ENSG00000113742,5,Functional,2,0,NA,1,FBgn0264307,orb2,HGNC:21747,CPEB4,8
9,CYP11B1,"cytochrome P450, family 11, subfamily B, polypeptide 1",ENSG00000160882,8,Syndromic,2,0,NA,4,NA,NA,NA,NA,NA
9,DCC,DCCnetrin 1 receptor,ENSG00000187323,18,Genetic Association,2,0,NA,3,FBgn0011592,fra,HGNC:2701,DCC,12
9,DDHD2,DDHD domain containing 2,ENSG00000085788,8,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,4,FBgn0031990,PAPLA1,HGNC:29106,DDHD2,10
9,DDX23,DEAD-box helicase 23,ENSG00000174243,12,"Rare Single Gene Mutation, Syndromic",NA,1,NA,2,FBgn0032690,CG10333,HGNC:17347,DDX23,14
9,DDX3X,"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked",ENSG00000215301,X,"Rare Single Gene Mutation, Syndromic, Functional",1,1,NA,41,FBgn0263231,bel,HGNC:2745,DDX3X,12
9,DDX53,DEAD (Asp-Glu-Ala-Asp) box polypeptide 53,ENSG00000184735,X,Rare Single Gene Mutation,2,0,5.25,3,FBgn0037549,CG7878,HGNC:20083,DDX53,12
9,DEAF1,DEAF1 transcription factor,ENSG00000177030,11,"Rare Single Gene Mutation, Syndromic",1,1,30.9,24,FBgn0013799,Deaf1,HGNC:14677,DEAF1,12
9,DENR,density-regulated protein,ENSG00000139726,12,"Rare Single Gene Mutation, Functional",2,0,NA,4,FBgn0030802,DENR,HGNC:2769,DENR,14
9,DEPDC5,DEP domain containing 5,ENSG00000100150,22,"Rare Single Gene Mutation, Syndromic",NA,1,NA,17,FBgn0035227,Iml1,HGNC:18423,DEPDC5,13
9,DHCR7,7-dehydrocholesterol reductase,ENSG00000172893,11,"Rare Single Gene Mutation, Syndromic",1,1,NA,18,NA,NA,NA,NA,NA
9,DHX30,DExH-box helicase 30,ENSG00000132153,3,"Rare Single Gene Mutation, Syndromic",NA,1,NA,6,NA,NA,NA,NA,NA
9,DIP2A,DIP2 disco-interacting protein 2 homolog A (Drosophila),ENSG00000160305,21,"Rare Single Gene Mutation, Functional",1,0,NA,10,FBgn0024806,DIP2,HGNC:17217,DIP2A,13
9,DIP2C,disco interacting protein 2 homolog C,ENSG00000151240,10,Rare Single Gene Mutation,2,0,NA,4,FBgn0024806,DIP2,HGNC:29150,DIP2C,14
9,DIPK2A,divergent protein kinase domain 2A,ENSG00000181744,3,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,DISC1,disrupted in schizophrenia 1,ENSG00000162946,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,NA,34,NA,NA,NA,NA,NA
9,DIXDC1,DIX domain containing 1,ENSG00000150764,11,"Rare Single Gene Mutation, Functional",2,0,NA,4,NA,NA,NA,NA,NA
9,DLG1,discs large MAGUK scaffold protein 1,ENSG00000075711,3,Rare Single Gene Mutation,2,0,NA,5,FBgn0001624,dlg1,HGNC:2900,DLG1,13
9,DLG2,discs large MAGUK scaffold protein 2,ENSG00000150672,11,"Rare Single Gene Mutation, Functional",2,0,NA,10,FBgn0001624,dlg1,HGNC:2901,DLG2,12
9,DLG4,discs large MAGUK scaffold protein 4,ENSG00000132535,17,"Rare Single Gene Mutation, Syndromic, Functional",1,0,2.45,17,FBgn0001624,dlg1,HGNC:2903,DLG4,12
9,DLGAP1,DLG associated protein 1,ENSG00000170579,18,"Rare Single Gene Mutation, Functional",2,0,NA,11,FBgn0259978,vlc,HGNC:2905,DLGAP1,8
9,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",ENSG00000198010,8,Rare Single Gene Mutation,2,0,2.8,16,NA,NA,NA,NA,NA
9,DLGAP3,DLG associated protein 3,ENSG00000116544,1,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,10,FBgn0259978,vlc,HGNC:30368,DLGAP3,8
9,DLL1,delta like canonical Notch ligand 1,ENSG00000198719,6,"Rare Single Gene Mutation, Syndromic",2,1,NA,3,FBgn0000463,Dl,HGNC:2908,DLL1,13
9,DLX3,distal-less homeobox 3,ENSG00000064195,17,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,DLX6,distal-less homeobox 6,ENSG00000006377,7,Rare Single Gene Mutation,2,0,NA,9,FBgn0000157,Dll,HGNC:2919,DLX6,8
9,DMD,"dystrophin (muscular dystrophy, Duchenne and Becker types)",ENSG00000198947,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,NA,40,FBgn0260003,Dys,HGNC:2928,DMD,12
9,DMPK,dystrophia myotonica-protein kinase,ENSG00000104936,19,"Rare Single Gene Mutation, Syndromic",1,1,3.75,10,NA,NA,NA,NA,NA
9,DMWD,"DM1 locus, WD repeat containing",ENSG00000185800,19,Rare Single Gene Mutation,2,0,NA,2,FBgn0039451,CG6420,HGNC:2936,DMWD,11
9,DMXL2,Dmx-like 2,ENSG00000104093,15,Rare Single Gene Mutation,2,0,NA,7,FBgn0023458,Rbcn-3A,HGNC:2938,DMXL2,11
9,DNAH10,"Dynein, axonemal, heavy chain 10",ENSG00000197653,12,Rare Single Gene Mutation,2,0,NA,8,FBgn0013813,Dhc98D,HGNC:2941,DNAH10,13
9,DNAH17,dynein axonemal heavy chain 17,ENSG00000187775,17,Rare Single Gene Mutation,2,0,NA,7,FBgn0013812,Dhc93AB,HGNC:2946,DNAH17,11
9,DNAH3,dynein axonemal heavy chain 3,ENSG00000158486,16,Rare Single Gene Mutation,2,0,NA,6,FBgn0035581,Dnah3,HGNC:2949,DNAH3,13
9,DNER,Delta/notch-like EGF repeat containing,ENSG00000187957,2,"Rare Single Gene Mutation, Genetic Association",2,0,NA,3,NA,NA,NA,NA,NA
9,DNMT3A,DNA (cytosine-5-)-methyltransferase 3 alpha,ENSG00000119772,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,15.9,25,NA,NA,NA,NA,NA
9,DOCK1,Dedicator of cytokinesis 1,ENSG00000150760,10,Rare Single Gene Mutation,2,0,NA,3,FBgn0015513,mbc,HGNC:2987,DOCK1,12
9,DOCK4,Dedicator of cytokinesis 4,ENSG00000128512,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,10,FBgn0264324,spg,HGNC:19192,DOCK4,9
9,DOCK8,dedicator of cytokinesis 8,ENSG00000107099,9,Rare Single Gene Mutation,2,0,NA,11,FBgn0031216,Zir,HGNC:19191,DOCK8,13
9,DOLK,dolichol kinase,ENSG00000175283,9,Syndromic,NA,1,NA,2,FBgn0034141,CG8311,HGNC:23406,DOLK,12
9,DPP10,Dipeptidyl-peptidase 10,ENSG00000175497,2,Rare Single Gene Mutation,2,0,NA,11,FBgn0031741,CG11034,HGNC:20823,DPP10,9
9,DPP10,Dipeptidyl-peptidase 10,ENSG00000175497,2,Rare Single Gene Mutation,2,0,NA,11,FBgn0031835,CG11319,HGNC:20823,DPP10,11
9,DPP10,Dipeptidyl-peptidase 10,ENSG00000175497,2,Rare Single Gene Mutation,2,0,NA,11,FBgn0259175,ome,HGNC:20823,DPP10,8
9,DPP10,Dipeptidyl-peptidase 10,ENSG00000175497,2,Rare Single Gene Mutation,2,0,NA,11,FBgn0263780,CG17684,HGNC:20823,DPP10,9
9,DPP3,dipeptidyl peptidase 3,ENSG00000254986,11,Rare Single Gene Mutation,2,0,NA,3,FBgn0037580,DppIII,HGNC:3008,DPP3,14
9,DPP4,Dipeptidyl-peptidase 4,ENSG00000197635,2,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,FBgn0031741,CG11034,HGNC:3009,DPP4,12
9,DPP4,Dipeptidyl-peptidase 4,ENSG00000197635,2,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,FBgn0259175,ome,HGNC:3009,DPP4,9
9,DPP6,dipeptidyl-peptidase 6,ENSG00000130226,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,26,FBgn0031741,CG11034,HGNC:3010,DPP6,9
9,DPP6,dipeptidyl-peptidase 6,ENSG00000130226,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,26,FBgn0031835,CG11319,HGNC:3010,DPP6,9
9,DPP6,dipeptidyl-peptidase 6,ENSG00000130226,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,26,FBgn0259175,ome,HGNC:3010,DPP6,8
9,DPP6,dipeptidyl-peptidase 6,ENSG00000130226,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,26,FBgn0263780,CG17684,HGNC:3010,DPP6,9
9,DPYD,dihydropyrimidine dehydrogenase,ENSG00000188641,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,NA,13,FBgn0086450,su(r),HGNC:3012,DPYD,13
9,DPYSL2,dihydropyrimidinase like 2,ENSG00000092964,8,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,1,15,NA,NA,NA,NA,NA
9,DPYSL3,dihydropyrimidinase like 3,ENSG00000113657,5,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,DRD2,Dopamine receptor D2,ENSG00000149295,11,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,FBgn0053517,Dop2R,HGNC:3023,DRD2,8
9,DRD3,dopamine receptor D3,ENSG00000151577,3,"Rare Single Gene Mutation, Genetic Association",2,0,NA,8,NA,NA,NA,NA,NA
9,DSCAM,Down syndrome cell adhesion molecule,ENSG00000171587,21,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,13.5,15,FBgn0033159,Dscam1,HGNC:3039,DSCAM,11
9,DSCAM,Down syndrome cell adhesion molecule,ENSG00000171587,21,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,13.5,15,FBgn0261046,Dscam3,HGNC:3039,DSCAM,9
9,DSCAM,Down syndrome cell adhesion molecule,ENSG00000171587,21,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,13.5,15,FBgn0263219,Dscam4,HGNC:3039,DSCAM,14
9,DSCAM,Down syndrome cell adhesion molecule,ENSG00000171587,21,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,13.5,15,FBgn0265296,Dscam2,HGNC:3039,DSCAM,10
9,DST,Dystonin,ENSG00000151914,6,Rare Single Gene Mutation,2,0,NA,9,FBgn0013733,shot,HGNC:1090,DST,9
9,DUSP15,dual specificity phosphatase 15,ENSG00000149599,20,"Rare Single Gene Mutation, Genetic Association",2,0,NA,5,FBgn0036369,CG10089,HGNC:16236,DUSP15,9
9,DVL3,Dishevelled segment polarity protein 3,ENSG00000161202,3,"Rare Single Gene Mutation, Functional",2,0,NA,4,FBgn0000499,dsh,HGNC:3087,DVL3,14
9,DYDC1,DPY30 domain containing 1,ENSG00000170788,10,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,DYDC2,DPY30 domain containing 2,ENSG00000133665,10,NA,2,0,NA,1,NA,NA,NA,NA,NA
9,DYNC1H1,dynein cytoplasmic 1 heavy chain 1,ENSG00000197102,14,"Rare Single Gene Mutation, Syndromic, Functional",1,0,13.45,26,FBgn0261797,Dhc64C,HGNC:2961,DYNC1H1,15
9,DLX2,distal-less homeobox 2,ENSG00000115844,2,Genetic Association,2,0,NA,11,NA,NA,NA,NA,NA
9,DRD1,Dopamine receptor D1,ENSG00000184845,5,"Genetic Association, Functional",2,0,NA,4,NA,NA,NA,NA,NA
9,DYRK1A,Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,ENSG00000157540,21,"Rare Single Gene Mutation, Syndromic, Functional",1,1,20.2,64,FBgn0259168,mnb,HGNC:3091,DYRK1A,11
9,EBF3,early B-cell factor 3,ENSG00000108001,10,"Rare Single Gene Mutation, Syndromic, Functional",1,1,9.75,17,FBgn0001319,kn,HGNC:19087,EBF3,12
9,ECPAS,Ecm29 proteasome adaptor and scaffold,ENSG00000136813,9,"Rare Single Gene Mutation, Functional",2,0,NA,4,NA,NA,NA,NA,NA
9,EEF1A2,Eukaryotic translation elongation factor 1 alpha 2,ENSG00000101210,20,"Rare Single Gene Mutation, Syndromic",NA,1,NA,16,FBgn0000557,eEF1alpha2,HGNC:3192,EEF1A2,12
9,EEF1A2,Eukaryotic translation elongation factor 1 alpha 2,ENSG00000101210,20,"Rare Single Gene Mutation, Syndromic",NA,1,NA,16,FBgn0284245,eEF1alpha1,HGNC:3192,EEF1A2,12
